Ice Troll Runt,74,600,Yes
Ice Warrior,57,590,No
Ice wolf,96,700,Yes
Ice Wolf -2-,132,700,Yes
Icefiend,13,150,Yes
Icefiend -2-,18,200,Yes
Icefiend -Frozen Fortress-,132,1500,Yes
Icelord,51,600,Yes
Imp,2,80,No
Imp -2-,7,100,Yes
Imp Champion,14,400,Yes
Imre,24,600,Yes
Infernal Mage,66,600,Yes
Infested axe,41,410,Yes
Inga,48,500,Yes
Insectoid Assassin,141,600,Yes
Invrigar the Necromancer,20,240,Yes
Irina,24,600,Yes
Iron dragon,189,1650,Yes
Irvig Senay,100,1250,Yes
Ivory Bre'egth (cursed),108,1000,Yes
Ivory Gromblod (cursed),108,1000,Yes
Ivory Shredflesh (cursed),108,1000,Yes
Jackal,21,270,Yes
Jail Guard,26,260,No
Jailer,47,470,Yes
Jake,37,500,Yes
Jeff,2,70,No
Jelly,78,750,Yes
Jelly -Soul Wars-,78,750,Yes
Jennella,48,500,Yes
Jogre,53,600,Yes
Jogre -2-,58,700,Yes
Jogre Champion,107,1200,Yes
Jonny the Beard,2,80,No
Joseph,24,600,Yes
Jubbly Bird,9,220,Yes
Jubster,87,600,Yes
Jungle Demon,195,1700,Yes
Jungle Horror,70,450,Yes
Jungle Savage,90,900,Yes
Jungle spider,44,500,Yes
Jungle spider -2-,37,350,Yes
Jungle spider -3-,40,250,Yes
Jungle strykewyrm,110,1100,Yes
Jungle Wolf,64,690,Yes
Juvenile wolf,79,900,Yes
K'ril Tsutsaroth,650,2550,Yes
Kalphite guardian,141,1700,Yes
Kalphite Queen,333,2550,Yes
Kalphite soldier,85,900,Yes
Kalphite Soldier -POH-,85,900,Yes
Kalphite worker,28,400,Yes
Kalrag,89,790,Yes
Kamil,189,1300,Yes
Karamel,200,2500,Yes
Karil the Tainted,121,1000,Yes
Kayle,3,20,No
Ket-Zek,360,1600,Yes
Khazard Commander,48,220,Yes
Khazard Guard,23,250,Yes
Khazard ogre,63,600,Yes
Khazard scorpion,44,290,Yes
Khazard trooper,19,220,Yes
Khazard Warlord,112,1700,Yes
Killerwatt,71,510,Yes
King Black Dragon,276,2400,Yes
King Roald,47,750,Yes
King Scorpion,32,310,No
Knight of Ardougne,46,520,Yes
Knight of Saradomin,103,1350,Yes
Knight of Saradomin -2-,101,1080,Yes
Kraka,91,1200,Yes
Kree'arra,580,2550,Yes
Ksenia,24,600,Yes
Kurask,106,970,Yes
Kurask Minion,106,970,Yes
Kurask Overlord,240,2500,Yes
Lanzig,48,500,Yes
Lava Monster,47,250,Yes
Lava Monster,198,500,Yes
Leech,52,450,Yes
Leeuni,165,3000,Yes
Lensa,48,500,Yes
Leon D Cour,141,1230,Yes
Leprechaun Champion,32,500,Yes
Lesser demon,82,790,No
Lesser Demon Champion,162,1480,Yes
Lesser reborn mage,82,800,Yes
Lesser reborn ranger,87,800,Yes
Lesser reborn warrior,100,950,Yes
Lev,24,600,Yes
Liliya,24,600,Yes
Living rock patriarch,200,4000,Yes
Living rock protector,120,2000,Yes
Living rock striker,140,2750,Yes
Loar Shade,40,380,Yes
Loar Shadow,40,380,Yes
Lobster,2,40,No
Locust,18,280,Yes
Locust Lancer,109,900,Yes
Locust Ranger,98,900,Yes
Locust Rider (Melee),106,900,Yes
Locust Rider (Range),98,900,Yes
LolthenKILL,113,990,Yes
Lost Barbarian,132,1240,Yes
Lumbridge guard,3,100,No
Lumbridge guard,4,100,No
Magic Axe,42,440,Yes
Magic Stick,13,120,No
Man,2,70,No
Man -2-,4,130,Yes
Market Guard,20,220,Yes
Market Guard -2-,48,500,Yes
Mature grotworm,167,2000,Yes
Melzar the Mad,43,440,No
Menaphite thug,55,600,Yes
Mercenary,45,600,Yes
Mercenary Captain,47,680,Yes
Mightiest Turoth,180,1750,Yes
Mighty Banshee,90,850,Yes
Milla,24,600,Yes
Miner ancestor,43,500,No
Minotaur,12,100,No
Minotaur -2-,27,220,No
Mithril dragon,304,2540,Yes
Mogre,60,480,Yes
Molanisk,51,520,Yes
Monk,5,150,No
Monk -2-,3,50,Yes
Monk of Zamorak -1-,17,100,No
Monk of Zamorak -2-,22,230,No
Monk of Zamorak -3-,30,260,Yes
Monk of Zamorak -4-,45,420,Yes
Monkey,3,60,No
Monkey Archer,86,500,Yes
Monkey Guard -1-,167,1300,Yes
Monkey Guard -2-,167,1300,Yes
Monkey Zombie -1-,98,600,Yes
Monkey Zombie -2-,82,600,Yes
Monkey Zombie -3-,129,900,Yes
Monstrous Cave Crawler,180,2500,Yes
Mosquito Swarm,13,30,Yes
Mosquito Swarm -2-,17,90,Yes
Mosquito Swarm -3-,20,150,Yes
Moss giant,42,600,No
Moss giant -3-,48,850,Yes
Moss giant -Glarial-,84,1200,Yes
Mosschin,55,600,Yes
Mountain Dwarf,20,260,Yes
Mountain troll,69,900,Yes
Mountain troll -2-,71,910,Yes
Mountain troll -3-,4,60,Yes
Mountain troll -D&D -1-,80,780,Yes
Mountain troll -D&D -2-,44,470,Yes
Mountain troll -D&D -3-,65,660,Yes
Mountain troll -D&D -4-,58,580,Yes
Mounted terrorbird gnome,31,360,Yes
Mounted terrorbird gnome -2-,49,550,Yes
Mourner ,18,130,Yes
Mourner -2-,11,190,Yes
Mourner -3-,24,250,Yes
Mourner -4-,108,1050,Yes
Mourner -5-,12,130,Yes
Mourner -Biohazard-,13,190,Yes
Mourner -Mourning's Ends-,11,190,Yes
Mouse,95,700,Yes
Mudskipper,31,200,Yes
Mudskipper -2-,30,200,Yes
Mugger,6,80,No
Mummy -1-,84,900,Yes
Mummy -2-,138,10,Yes
Mummy -3-,138,900,Yes
Mummy -4-,125,900,Yes
Mummy Champion,120,1100,Yes
Mummy warrior,54,490,Yes
Mutated Bloodveld,126,1780,Yes
Mutated Bloodveld -2-,146,1960,Yes
Mutated jadinko baby,90,1270,Yes
Mutated jadinko guard,145,2030,Yes
Mutated jadinko male,201,2800,Yes
Mutated zygomite,86,750,Yes
Mutated zygomite -2-,74,650,Yes
Myre Blamish Snail,10,90,Yes
Myre Blamish Snail -2-,9,80,Yes
Nail beast,69,550,Yes
Nail beast -2-,98,650,Yes
Nail beast -3-,141,750,Yes
Narf,2,70,No
Nazastarool -1-,91,700,Yes
Nazastarool -2-,68,700,Yes
Nazastarool -3-,93,800,Yes
Nechryael,115,1050,Yes
Necromancer,26,410,Yes
Newtroost,19,180,Yes
Nex,1001,30000,Yes
Nezikchened,187,1500,Yes
Nial Swiftfling,156,1400,Yes
Nikita,24,600,Yes
Nikolai,24,600,Yes
Nomad,699,10000,Yes
NoRemorse77,106,990,Yes
Ochre Blamish Snail,15,200,Yes
Ochre Blamish Snail -2-,10,100,Yes
Odischamp,113,990,Yes
Ogre,53,600,Yes
Ogre -2-,63,600,Yes
Ogre -3-,58,700,Yes
Ogre Chieftain,81,600,Yes
Ogre Guard,83,800,Yes
Ogre Merchant,60,600,Yes
Ogre Statue,75,600,Yes
Ogre trader,70,600,Yes
Ogress,69,700,Yes
Ogress Champion,99,870,Yes
Ogress Warrior,86,800,Yes
Oomlie Bird,46,400,Yes
Ork,107,1100,Yes
Ork Legion,70,500,Yes
Ork statue,63,450,Yes
Ork warrior,54,1100,Yes
Othainian,91,900,Yes
Otherworldly Being,64,660,Yes
Ourg Statue,200,1600,Yes
Outlaw,32,200,No
Padulah,149,1300,Yes
Paladin,62,570,Yes
Palmer,37,500,Yes
Pee Hat,91,1200,Yes
Penance Queen,209,2500,Yes
Penda,5,100,Yes
Penguin,2,40,Yes
Pernicious Parrot,66,500,Yes
Pest Queen,599,20000,Yes
Pheasant,3,50,No
Phoenix,235,2550,Yes
Phrin Shade,60,560,Yes
Phrin Shadow,60,560,Yes
Pirate,26,230,No
Pirate -2-,23,200,Yes
Pirate -3-,57,520,Yes
Pirate Guard,19,250,Yes
Pit Black Demon,172,1570,Yes
Pit Dog,52,490,Yes
Pit Iron Dragon,204,1650,Yes
Pit Scarabite,150,950,Yes
Pit Scorpion,28,320,Yes
Plague Frog,11,100,Yes
Poison Scorpion,20,230,Yes
Poison spider,64,640,Yes
Poison spider -2-,31,250,Yes
Poltenip,21,220,Yes
Poorly Cooked Karambwan,80,780,Yes
Poorly Cooked Karambwan -2-,44,470,Yes
Poorly Cooked Karambwan -3-,58,580,Yes
Poorly Cooked Karambwan -4-,64,640,Yes
Possessed Pickaxe,50,400,Yes
Possessed pickaxe -Lava Flow-,50,400,Yes
Possessed Priest,126,800,Yes
Pyrefiend,43,450,Yes
Pyrefiend -2-,48,480,Yes
Pyrefiend -Soul Wars-,43,450,Yes
Queen Black Dragon,2100,75000,Yes
Rabbit,2,50,Yes
Ragnar,1,10,Yes
Ragnvald,2,10,Yes
Ram,2,80,No
Ranalph Devere,92,1320,Yes
Ranger guard,37,500,Yes
Rannveig,2,10,Yes
Rat,1,20,No
Ravager,36,230,Yes
Ravager -2-,53,380,Yes
Ravager -3-,71,530,Yes
Ravager -4-,89,680,Yes
Ravager -5-,106,830,Yes
Ravenous ghoul,42,500,Yes
Ravenous snail,33,280,Yes
Ravenous vampyre,72,500,Yes
Red dragon,152,1400,Yes
Redeyes,65,700,Yes
Reese,3,20,No
Renegade Knight,37,490,Yes
Revenant cyclops,82,1100,No
Revenant dark beast,120,1400,No
Revenant demon,98,800,No
Revenant dragon,135,1550,Yes
Revenant goblin -1-,15,140,No
Revenant goblin -2-,22,250,No
Revenant goblin -3-,30,300,No
Revenant goblin -4-,37,350,No
Revenant hellhound,90,800,No
Revenant Hobgoblin,60,720,No
Revenant icefiend,45,400,No
Revenant imp,7,100,No
Revenant knight,126,1430,No
Revenant ork,105,1050,No
