191|Stolen Hearts|3|F2P|3 Quest Points, 250 Constitution experience, 250 Agility experience, 250 Thieving experience, 250 XP Combat skill lamp, 2500 coins, New thief titles, 2 squeal of fortune spins.|0|||||Stolen Hearts,02,56,North,20,47,East|Stolen Hearts
147|Swept Away|2|F2P|A broom, Access to 10 portions of experience giving goulash|0||None|||Swept Away,1,39,North,20,53,East|Swept Away
164|The Blood Pact|1|F2P|Kayle's bow, Caitlin's staff, Reese's sword, 100 Attack, Strength, Ranged and Magic X, Access to the Lumbridge Catacombs dungeon.|0||None|||The Blood Pact,1,6,North,25,2,East|The Blood Pact
197|The Death of Chivalry|3|F2P|250 Magic Exp  500 Strength experience  2,500 Coins  500 Exp Combat Lamp  250 Prayer Exp Lamp  4 Knightly Titles  Sir Owen Sonde's Shield  Skull of Remembrance  Set of Black Knight captain's Armour  2 spins on the Squeal of Fortune|0|||||DeathChiv,34,44,North,12,10,West|The Death of Chivalry
64|The Knight's Sword|1|F2P|12,725 Smithing XP,   The Ability to Smith Blurite Bars and Blurite Swords,   2 Treasure Hunter keys and 2 Hearts of Ice|0|10 Mining|None||<mi>10</mi>|The Knight's Sword,5,43,North,16,51,East|
93|The Restless Ghost|1|F2P|125 Prayer XP,   5 Ancient Bones,   Ghostspeak Amulet,   Access to Gravestone Upgrades,   2 Treasure Hunter keys and 2 Hearts of Ice|0||None|||The Restless Ghost,1,31,North,25,7,East|
123|Vampyre Slayer|3|F2P|4.825k XP Attack|0||None|||Vamyre Slayer,3,17,North,20,32,East|Vampyre Slayer
21|What's Mine is Yours|1|F2P|400 Smithing Exp, Gofannon Amulet, 2 Squeal of Fortune Spins|0||None|||Doric's Quest,8,63,North,16,0,East|What's Mine is Yours
132|Wolf Whistle|1|F2P|276 XP Summoning, Ability to use Summoning skill, 275 gold charms|0||None|||Wolf Whistle,8,51,North,15,8,East|Wolf Whistle
176|A Clockwork Syringe|1|P2P|19,000 Defence XP,   18,000 Smithing XP,   18,000 Thieving XP,   15,000 Summoning XP,   11,250 Construction XP,   11,000 Slayer XP,   5,000 Dungeoneering XP,   Ability to Enter The 'Rum'-geon Resource Dungeon,   Quick Transport Between Mos Le'Harmless and Braindeath Island,   2 Treasure Hunter keys and 2 Hearts of Ice|0|50 Dungeoneering, 61 Slayer, 62 Construction, 65 Summoning, 74 Smithing, 74 Thieving, 76 Defence|140|Rocking Out|<du>50</du><sl>61</sl><co>62</co><su>65</su><sm>74</sm><th>74</th><de>76</de>|A Clockwork Syringe,1,59,North,15,62,East|
108|A Soul's Bane|1|P2P|500 Defence XP,   500 Consitutuion XP,   500 Coins,   Access to Tolna's Rift,   2 Treasure Hunter keys and 2 Hearts of Ice|0||None|||A Soul's Bane,9,1,North,27,7,East|
112|A Tail of Two Cats|2|P2P|2,500 XP Lamp,   Catspeak Amulet (e),   A Mouse Toy,   2 Treasure Hunter keys and 2 Hearts of Ice|0||216|Icthlarin's Little Helper||A Tail Of Two Cats,12,21,North,14,59,East|
170|A Void Dance|1|P2P|10,000 Herblore XP,   10,000 Hunter XP,   8,000 Summoning XP,   8,000 Woodcutting XP,   5,000 Construction XP,    5,000 Mining XP,    5,000 Thieving XP,   50 Commendation Points,   2 Treasure Hunter keys and 2 Hearts of Ice|0|46 Hunter, 47 Construction, 47 Mining, 48 Summoning, 49 Herblore, 52 Woodcutting, 54 Thieving|168, 24, 132|Quiet Before the Swarm, Druidic Ritual, Wolf Whistle|<hu>46</hu><co>47</co><mi>47</mi><su>48</su><hl>49</hl><wc>52</wc><th>54</th>|A Void Dance,15,44,South,6,50,East|
144|All Fired Up|1|P2P|20k GP, 5.5K XP Firemaking, Access to All Fired Up Mini game|0|43 Firemaking|None||<fm>43</fm>|All Fired Up,09,47,North,24,22,East|All Fired Up
1|Animal Magnetism|1|P2P|1k XP Crafting, 1k XP Slayer, 1k XP Fletching, 2.5k XP Woodcutting, Ava's device|0|15 Thieving, 18 Slayer, 19 Crafting, 30 Ranged, 35 Woodcutting|32,86,93|Ernest the Chicken, Priest in Peril, Restless Ghost, The|<th>15</th><sl>18</sl><cr>19</cr><rn>30</rn><wc>35</wc>|Animal Magnetism,6,11,North,20,28,East|Animal Magnetism
2|Another Slice of H.A.M.|1|P2P|3K XP Mining, 3K Prayer XP, Ancient Goblin Mace, access to Keldagrim train, Goblin Village teleport spheres|0|15 Attack, 25 Prayer|20, 46, 16|Dig Site, The, Giant Dwarf, The, Death to the Dorgeshuun|<at>15</at><pr>25</pr>|Another Slice of H.A.M.,1,41,North,24,3,East|Another Slice of H.A.M.
133|As a First Resort...|1|P2P|15k Firemaking, 15k Hunter, 15k Woodcutting, Access to spa facilities - Oo'glog hunter areas and platypus pet|0|48 Hunter, 51 Firemaking, 58 Woodcutting|130|Zogre Flesh Eaters|<hu>48</hu><fm>51</fm><wc>58</wc>|As a First Resort...,9,42,South,3,24,East|As A First Resort...
3|Back to my Roots|1|P2P|24k XP Farming, 40k XP Woodcutting, 23k XP Slayer XP, 15k Agility XP, Jade vine farming patch|0|53 Farming, 55 Agility, 59 Slayer, 72 Woodcutting|34,52,82,119|Fairy Tale I - Growing Pains, Hand in the Sand, The, One Small Favour, Tribal Totem|<ag>55</ag><fr>53</fr><sl>59</sl><wc>72</wc>|Back to My Roots,4,41,North,6,5,East|Back to my Roots
4|Between a Rock...|2|P2P|Rune pickaxe, 5k XP Defence, 5k XP Mining, 5k XP Smithing,  Access to the Arzinian Gold Mine|0|30 Defence, 40 Mining, 50 Smithing|25,39|Dwarf Cannon, Fishing Contest|<de>30</de><mi>40</mi><sm>50</sm>|Between a Rock...,17,11,North,9,5,East|Between a Rock...
5|Big Chompy Bird Hunting|2|P2P|735l XP Ranged, 262 XP Fletching, 1470 XP Cooking, Ogre bow, ability to make Ogre arrows|0|30 Cooking, 30 Ranged, 5 Fletching|None||<fl>5</fl><ck>30</ck><rn>30</rn>|Big Chompy Bird Hunting,5,43,South,5,61,East|Big Chompy Bird Hunting
6|Biohazard|3|P2P|1.25k XP Thieving, access to King Lathas' training field|0||85|Plague City||Biohazard,5,28,North,4,45,East|Biohazard
198|Birthright of the Dwarves|2|P2P|2 Quest Points  100,000 Mining Experience  100,000 Smithing Experience  200,000 Strength Experience  30 Rune Bars  30 Adamant Bars  30 Mithril Bars  Access to 3 new dragon weapons  Access to a new Lava Flow Mine Activity  2 Spins on the Squeal of Fortune  Ability to fight Chaos Giants in Barendir.|0|80 Mining,82 Smithing,85 Strength|173|King of the Dwarves|<mi>80</mi><sm>82</sm><st>85</st>|BotD,34,44,North,12,10,West|Birthright of the Dwarves
161|Blood Runs Deep|2|P2P|3x 150,000 xp in combat skills, Balmung|0|65 Slayer, 75 Attack, 75 Strength|23, 152, 57|Dream Mentor, Glorious Memories, Horror From The Deep|<sl>65</sl><at>75</at><st>75</st>|Blood Runs Deep,22,61,North,11,16,West|Blood Runs Deep
196|Bringing Home The Bacon|1|P2P|350 Farming Exp  350 Construction Exp  350 Summoning Exp  A customisable pig pet  Ability to make three pig familiars: Spirit pack pig, Spirit prayer pig, Spirit war pig  Weekly bacon or familiar reward claimable from Eli  2 Extra Spins on the Squeal of Fortune||14 Construction,14 Summoning,14 Farming|||<co>14</co><su>14</su><fr>14</fr>|BaconQuest,34,44,North,12,10,West|Bringing Home the Bacon
205|Broken Home|1|P2P|A small prismatic lamp  Pulled Away emote  An Asylum doctor's ring  The ability to replay the quest for more rewards  2 Treasure Hunter keys  2 Hearts of Ice|0|||||BrokenHome,34,44,North,12,10,West|Broken Home
165|Buyers and Cellars|1|P2P|500 Thieving XP, Access to the Thieves' Guild|0|5 Thieving|None||<th>5</th>|Buyers and Cellars,2,52,North,14,26,East|Buyers and Cellars
8|Cabin Fever|2|P2P|7k XP Smithing, 7k XP Crafting, 7k XP Agility, Access to Pirate Island, Mos Le'Harmless, The Little Book o' Piracy|0|40 Ranged, 42 Agility, 45 Crafting, 50 Smithing|84,97|Pirate's Treasure, Rum Deal|<ag>42</ag><cr>45</cr><sm>50</sm><rn>40</rn>|Cabin Fever,10,29,North,38,37,East|Cabin Fever
212|Call of the Ancestors|1|P2P|A Magic XP lamp containing 1,000 Magic experience  Goebie Warpaint outfit overrides  Mazcab Poker and Mazcab Cudgel weapon override  3 Liberation of Mazcab reroll tokens  2 Treasure Hunter keys and 2 Hearts of Ice||||||CoTA,34,44,North,12,10,West|
186|Carnillean Rising|1|P2P|1 Quest Point  2,500 Thieving XP  2,500 Construction XP  2x 1,500 Xp Lamps  5,000 coins for returning Henryeta's necklace, or from opening Ceril's money pouch.  Bag of sweets (Contains 5 Purple sweets)  Construction supplies (100 Oak planks, 30 Teak planks, and 10 Mahogany planks)  Treasure chest (Contains a Gold Bar)  Two extra spins on the Squeal of Fortune  After the quest, talk to Ceril to locate Philipe who will give you xp lamps, Ability to kill the Cave wolf matriarch for an extra reward. (Only once more after finishing quest.)|50|31 Construction, 33 Thieving|54,164|Hazeel Cult, The Blood Pact|<co>31</co><th>33</th>|Carnillean Rising,03,43,North,03,53,East|Carnillean Rising
134|Catapult Construction|2|P2P|15k Construction XP, 5k Fletching XP, 30 Teak Planks, 2k Coins, No friendly fire when using Castle Wars catapults, ncreased damage with the catapult at Castle Wars, Adamant halberd|0|42 Fletching, 44 Construction|92|Regicide|<fl>42</fl><co>44</co>|Catapult Construction,0,48,North,7,59,West|Catapult Construction
9|Clock Tower|1|P2P|500gp|0||None|||Clock Tower,2,45,North,3,63,East|Clock Tower
10|Cold War|1|P2P|5K XP Agility, 2k XP Crafting, 1,5K XP Construction|0|10 Hunter, 15 Thieving, 30 Agility, 30 Crafting, 34 Construction|None||<th>15</th><hu>10</hu><ag>30</ag><cr>30</cr><co>34</co>|Cold War,3,14,North,4,49,East|Cold War
215|Contact!|1|P2P|Keris,   7,000 Thieving XP,   2x 7,000 Combat XP Lamp,   Access to Sophanem's Bank,   2 Treasure Hunter keys and 2 Hearts of Ice  |0||216|Icthlarin's Little Helper||Contact!,12,15,South,26,17,East|
13|Creature of Fenkenstrain|2|P2P|1k XP Thieving, Ring of Charos, Access to the Werewolf Agility/Skullball area.|0|20 Crafting, 25 Thieving|86,93|Priest in Peril, Restless Ghost, The|<cr>20</cr><th>25</th>|Creature of Fenkenstrain,10,10,North,32,53,East|Creature of Fenkenstrain
14|Darkness of Hallowvale |2|P2P|7k XP Agility, 6K XP Thieving, 2k XP Construction, 3 x 2k XP of a skill of your choice|0|20 Mining, 22 Thieving, 26 Agility, 32 Crafting, 33 Magic, 40 Strength, 5 Construction|60|In Aid of the Myreque |<co>5</co><mi>20</mi><th>22</th><ag>26</ag><cr>32</cr><ma>33</ma><st>40</st>|Darkness Of Hallowvale,9,30,North,32,59,East|The Darkness of Hallowvale
177|Deadliest Catch|1|P2P|70000 Fishing XP, 26000 Hunter XP, 8000 Thieving XP, new deposit boxes, big and small cast nets, the option to hunt sea creature 10 more times|0|60 Thieving, 67 Hunter, 70 Farming|117,24|Tower of Life, Druidic Ritual|<th>60</th><hu>67</hu><fr>70</fr>|Deadliest catch,8,6,North,4,47,East|Deadliest Catch
131|Dealing with Scabaras|1|P2P|7k Agility, 7k Prayer, 7k Strength, 7k Thieving, Ability to make an enchanted water tiara|0|21 Firemaking, 50 Agility, 60 Strength, 60 Thieving|37,130,215|The Feud,Zogre Flesh Eaters,Contact!|<fm>21</fm><ag>50</ag><th>60</th><st>60</st>|Dealing with Scabaras,12,22,South,26,16,East|
16|Death to the Dorgeshuun|1|P2P|2k XP Ranged, 2k XP Thieving, Ability to use the special attacks of the Dorgeshuun crossbow and dagger,  Access to the HAM storerooms, Access to Dorgesh-Kaan|0|23 Agility, 23 Thieving|68|Lost Tribe, The|<ag>23</ag><th>23</th>|Death to the Dorgeshuun,1,43,North,24,1,East|Death to the Dorgeshuun
146|Defender of Varrock|2|P2P|15K XP Hunter, 10K XP Smithing, 10K XP Mining, 10K XP Defence, 2K XP Agility, Access to a Zombie Dungeon|0|51 Agility, 51 Hunter, 54 Smithing, 59 Mining|105,64,94,17,114,36,127,43|Shield of Arrav, Knight's Sword, The, Gunnar's Ground, Demon Slayer, Temple of Ikov, Family Crest, What Lies Below, Garden of Tranquillity|<ag>51</ag><hu>51</hu><sm>54</sm><mi>59</mi>|Defender of Varrock,10,32,North,23,50,East|Defender of Varrock
18|Desert Treasure |3|P2P|20k XP Magic, Ancient Magicks|0|10 Slayer, 50 Firemaking, 50 Magic, 53 Thieving|20,86,114,116,121,126|Digsite Quest, Priest in Peril, Temple of Ikov, Tourist Trap, The, Troll Stronghold, Waterfall Quest|<sl>10</sl><fm>50</fm><ma>50</ma><th>53</th>|Desert Treasure,3,46,South,23,3,East|Desert Treasure
19|Devious Minds|1|P2P|5k XP Fletching, 5k XP Runecrafting, 6.5k XP Smithing|0|50 Fletching, 50 Runecrafting, 65 Smithing|21,121,124|Doric's Quest, Troll Stronghold, Wanted!|<fl>50</fl><rc>50</rc><sm>65</sm>|Devious Minds,10,20,North,30,11,East|Devious Minds
189|Diamond in the Rough |1|P2P|250 Constitution experience, 250 Agility experience, 250 Thieving  experience, Access to the Kalphite nursery where you can obtain Aten (heru's shield) and Uraeus (apep's axe) from slicing dung kalphites, 2 Spins on the Squeal of Fortune.|0||191|Diamond in the Rough ||Diamond in the Rough,02,56,North,20,47,East|Diamond in the Rough
208|Dimension of Disaster|10|P2P|100 XP Thieving lamp  5,000 XP Crafting lamp  5,000 XP Magic lamp  15,000 Multicombat experience lamp  10,000 XP Magic lamp  15,000 XP Thieving lamp  10,000 XP Defence lamp  2,000 XP Construction lamp  30,000 Multicombat experience lamp  14,000 XP Thieving lamp  9,000 XP Ranged lamp  9,000 XP Agility lamp  9,000 XP Crafting lamp  4,000 XP Farming lamp  2,500 XP Magic lamp  The ability to replay Dimension of Disaster  The ability to wear cosmetic overrides in New Varrock  10 silver pennies in Gypsy Aris's reward shop, and 5 for subsequent completions  12 total Treasure Hunter keys and 12 total Hearts of Ice|0||156,102|Curse of Arrav, The,Shadow of the Storm ||DoDVar,34,44,North,12,10,West|
206|Dishonour among Thieves|2|P2P|1,500 Thieving Experience  1,500 Agility Experience  500 Dungeoneering Experience  A lamp rewarding 1,500 Experience in a choice of either Attack, Strength, Defence, Magic, Ranged or Constitution  Jerrod's cape (and override)  Tiny Hazeel  An upgraded Mask of Sliske  2 Treasure Hunter keys for use in Treasure Hunter  2 Hearts of Ice for use in Treasure Hunter |0|30 Agility,30 Thieving|199,54|Missing, Presumed Death,Hazeel Cult|<ag>30</ag><th>30</th>|DishonourCit,34,44,North,12,10,West|
172|Do No Evil|1|P2P|50k Magic XP, 50k Thieving XP, 40k Crafting XP, 30k Construction XP, Ability to make a cramulet, A new magic carpet station at the monkey colony|0|50 Ranged, 64 Construction, 68 Crafting, 70 Magic, 70 Thieving|90, 131, 102, 139, 18, 1, 154|Recipe for Disaster, Dealing with Scabaras, Shadow of the Storm , Smoking Kills, Desert Treasure , Animal Magnetism, Missing My Mummy|<rn>50</rn><co>64</co><cr>68</cr><ma>70</ma><th>70</th>|Do No Evil,4,17,South,32,54,East|Do No Evil
23|Dream Mentor|2|P2P|15K XP Constitution XP, 10K XP Magic, 15k XP in any combat skill, Access to more Lunar spells, Ability to use the bank without a Seal of Passage|0|85 Combat|69,26|Lunar Diplomacy, Eadgar's Ruse||Dream Mentor,24,28,North,9,23,West|Dream Mentor
25|Dwarf Cannon|1|P2P|0.75k XP Crafting, ability to use Dwarf Cannons|0||None|||Dwarf Cannon,9,23,North,3,63,East|Dwarf Cannon
26|Eadgar's Ruse|1|P2P|11k XP Herblore, Trollheim Teleport|0|31 Herblore|121,24|Troll Stronghold, Druidic Ritual|<hl>31</hl>|Eadgar's Ruse,8,21,North,14,18,East|Eadgar's Ruse
27|Eagles' Peak|2|P2P|2.5k XP Hunter, ability to catch ferrets, Eagle Transport|0|27 Hunter|None||<hu>27</hu>|Eagles' Peak,3,12,North,5,10,East|Eagles' Peak
28|Elemental Workshop I|1|P2P|5k XP Crafting, 5k XP Smithing, Elemental shield, Ability to make elemental shields,  Able to return to the elemental area to train|0|20 Crafting, 20 Mining, 20 Smithing|None||<cr>20</cr><mi>20</mi><sm>20</sm>|Elemental Workshop I,9,63,North,8,36,East|The Elemental Workshop I
29|Elemental Workshop II|1|P2P|7.5k XP Crafting, 7.5k XP Smithing, Ability to make and use elemental mind equipment|0|20 Magic, 30 Smithing|28|Elemental Workshop I|<ma>20</ma><sm>30</sm>|Elemental Workshop II,5,31,North,28,51,East|The Elemental Workshop II
167|Elemental Workshop III|1|P2P|10500 Defence XP, 6500 Smithing XP, 50 coal, Elemental Body Body,  A Body body, Ability to smith an Elemental body, Mind body, and Body body, Ability to smith Body helmets and Body shields|0|33 Defence, 33 Smithing|29|Elemental Workshop II|<de>33</de><sm>33</sm>|Elemental Workshop III,6,30,North,8,44,East|The Elemental Workshop III
175|Elemental Workshop IV|2|P2P|9000 Crafting XP,  7500 Runecrafting XP, Ability to make and use elemental cosmic and chaos equipment|0|39 Runecrafting, 39 Thieving, 40 Defence, 41 Crafting, 42 Smithing|167|Elemental Workshop III|<rc>39</rc><th>39</th><de>40</de><cr>41</cr><sm>42</sm>|Elemental Workshop IV,7,40,North,8,17,East|The Elemental Workshop IV
30|Enakhra's Lament|2|P2P|7k XP Crafting, 7k XP Firemaking, 7k XP Mining, 7k XP Magic, Camulet|0|39 Magic, 43 Prayer, 45 Firemaking, 50 Crafting|None||<ma>39</ma><pr>43</pr><fm>45</fm><cr>50</cr>|Enakhra's Lament,7,23,South,23,30,East|Enakhra's Lament
31|Enlightened Journey |1|P2P|2k XP Crafting, 3k XP Farming, 1.5k XP Woodcutting, 4k XP Firemaking, Flying Jacket and Cap, access to Balloon transport|20|20 Firemaking, 30 Farming, 36 Crafting|None||<fm>20</fm><fr>30</fr><cr>36</cr>|Enlightened Journey,6,6,North,11,32,East|Enlightened Journey
34|Fairy Tale I - Growing Pains|2|P2P|3.5k XP Farming, 2k XP Attack, 1k XP Magic, Magic secateurs|0||67,79|Lost City, Nature Spirit||A Fairy Tale Part I,2,63,North,19,56,East|Fairy Tale I - Growing Pains
35|Fairy Tale II - Cure a Queen|2|P2P|3.5k XP Herblore, 2.5k XP Thieving, 2.5k XP to any skill, access to Fairy Rings, ability to make Magic Essence|0|40 Thieving, 49 Farming, 57 Herblore|34|Fairy Tale I - Growing Pains|<th>40</th><fr>49</fr><hl>57</hl>|A Fairy Tale Part II,2,63,North,19,56,East|Fairy Tale II - Cure a Queen
166|Fairy Tale III - Battle at Orks Rift|2|P2P|11000 Farming XP, 11000 Thieving XP, 11000 Magic XP, 1000 Summoning XP, 1000 Carfting XP, Free access to Zanaris market, Magic watering can, Use of Fairy Rings without a Dramen staff|0|36 Crafting, 37 Summoning, 51 Thieving, 54 Farming, 59 Magic|35,132|Fairy Tale II - Cure a Queen, Wolf Whistle|<cr>36</cr><su>37</su><th>51</th><fr>54</fr><ma>59</ma>||Fairy Tale III - Battle at Orks Rift
36|Family Crest|1|P2P|Steel Gauntlets|0|40 Crafting, 40 Mining, 40 Smithing, 59 Magic|None||<cr>40</cr><mi>40</mi><sm>40</sm><ma>59</ma>|Family Crest,7,38,North,26,11,East|Family Crest
201|Fate of the Gods|2|P2P|2 Quest Point  125,000 Magic Experience  100,000 Divination Experience  100,000 Slayer Experience  75,000 Agility Experience  50,000 Summoning Experience  A Combat lamp which grants 75,000 experience in a chosen combat skill (80+, excluding prayer/summoning) up to three times, if you talk to Azzanadra in Senntisten.  A Large prismatic lamp from Wahiestiel (Ali the Wise) in Nardah.  The Shard of Zaros.  Permanent view of the Shadow Realm, by visiting the Empyrean Citadel and leaving.  The "Anhillator" title.  Two cosmetic head overrides, the Helm of Zaros and Crest of Seren.  Three Elder Chronicles, each granting 50,000 Divination-icon Experience.  A teleport to the World Gate.  2 Treasure hunter keys for use in Treasure Hunter.  2 Hearts of Ice for use in Treasure Hunter.|0|67 Summoning,73 Agility,75 Divination,76 Slayer,79 Magic|199|Missing, Presumed Death|<su>67</su><ag>73</ag><di>75</di><sl>76</sl><ma>79</ma>|FotG,34,44,North,12,10,West|Fate of the Gods
38|Fight Arena|2|P2P|12.175k XP Attack, 2.175k XP Thieving, 1000gp, |0||None|||Fight Arena,1,8,North,3,56,East|Fight Arena
39|Fishing Contest|1|P2P|2.4k XP Fishing, access to tunnel under White Wolf Mountain, ability to  use 'Scale Catherby Cliff' shortcut|0|10 Fishing|None||<fi>10</fi>|Fishing Contest,9,61,North,13,41,East|Fishing Contest
40|Forgettable Tale of a Drunken Dwarf|2|P2P|5k XP Farming, 5k XP Cooking, 2 Mature Dwarven Stouts|0|17 Farming, 22 Cooking|46,39|Giant Dwarf, The, Fishing Contest|<fr>17</fr><ck>22</ck>|Forgettable Tale,17,13,North,9,5,East|Forgettable Tale of a Drunken Dwarf
158|Forgiveness of a Chaos Dwarf|2|P2P|30k Hunter XP, 30k Firemaking, 30k XP Strength, Access to Chaos Dwarf Battlefield and the North keldagrim mining area|0|61 Firemaking, 61 Hunter, 69 Strength|40,4|Forgettable Tale of a Drunken Dwarf, Between a Rock...|<hu>61</hu><fm>61</fm><st>69</st>|Forgiveness of a Chaos Dwarf,17,12,North,9,6,East|Forgiveness of a Chaos Dwarf
157|Fur 'n' Seek|2|P2P|2,500 Constitution XP,   2,500 Slayer XP,   1,500 Prayer XP,   500 Crafting XP,   500 Firemaking XP,   2 Treasure Hunter keys and 2 Hearts of Ice|0|25 Slayer|88|Rag and Bone Man|<sl>25</sl>|Fur 'n' Seek,7,11,South,23,28,East|
43|Garden of Tranquillity|2|P2P|5K XP Farming, apple tree seed, acorn, guam seeds|0|25 Farming|13|Creature of Fenkenstrain|<fr>25</fr>|Garden of Tranquillity,9,55,North,24,41,East|Garden of Tranquility
44|Gertrude's Cat|1|P2P|1.525 XP Cooking, Stew, Chocolate cake, a Kitten, Ability to buy additional Kittens|0||None|||Gertrude's Cat,7,50,North,22,10,East|Gertrude's Cat
45|Ghosts Ahoy|2|P2P|2.4k XP Prayer, Ectophial, Access to Port Phasmatys without ectotokens|0|20 Cooking, 25 Agility|86,93|Priest in Peril, Restless Ghost, The|<ck>20</ck><ag>25</ag>|Ghosts Ahoy,10,56,North,38,39,East|Ghosts Ahoy
152|Glorious Memories|1|P2P|10K XP Magic, 5K XP Herblore, Tome of Glorious Deeds, Unfinished Astral Rune|0|41 Hunter, 43 Herblore, 50 Agility, 57 Magic|74,41,96|Mountain Daughter, Fremennik Isles, The, Royal Trouble|<hu>41</hu><hl>43</hl><ag>50</ag><ma>57</ma>|Glorious Memories,15,55,North,6,49,East|Glorious Memories
51|Grim Tales|1|P2P|14k XP Woodcutting, 6k XP Agility, 6k XP Thieving, 4k XP Farming, 5k XP Herblore, 5k XP Constitution, Dwarven Helmet|0|45 Farming, 52 Herblore, 58 Thieving, 59 Agility, 71 Woodcutting|128|Witch's House|<fr>45</fr><hl>52</hl><th>58</th><ag>59</ag><wc>71</wc>|Grim Tales,9,6,North,14,5,East|Grim Tales
53|Haunted Mine|2|P2P|22k XP Strength, Salve Amulet|0|15 Agility, 35 Crafting|86|Priest in Peril|<ag>15</ag><cr>35</cr>|Haunted Mine,3,0,North,31,18,East|Haunted Mine
54|Hazeel Cult|1|P2P|1.5k XP Thieving, 2000gp|0||None|||Hazeel Cult,3,26,North,3,60,East|Hazeel Cult
207|Heart of Stone|1|P2P|1,500 XP Runecrafting lamp  1,500 XP Magic lamp  Two 500 Multicombat experience lamps  2 Treasure Hunter keys and 2 Hearts of Ice|0|25 Runecrafting,35 Magic|186,194|Carnillean Rising,Rune Memories|<rc>25</rc><ma>35</ma>|WizTowerHoS,34,44,North,12,10,West|
209|Hero's Welcome|2|P2P|10,000 Smithing Experience  10,000 Mining Experience  10,000 Slayer Experience  10,000 Divination Experience  Access to Dragonkin Lair Adamant dragons  Access to Abomination cave Bane ore rocks  The ability to produce 5% more runes when Runecrafting  Replayable Abomination Boss fight, which can drop main-hand and off-hand Dragon javelins, and the Abomination cape.  Access to Hannu, Emissary of V  2 Treasure Hunter keys and 2 Hearts of Ice||60 Divination,67 Mining,62 Slayer,67 Smithing|69,111|Lunar Diplomacy,Tai Bwo Wannai Trio |<di>60</di><mi>67</mi><sl>62</sl><sm>67</sm>|HeroWelcome,34,44,North,12,10,West|
